tarjeta_id,cliente_id,tipo_tarjeta,limite_credito,fecha_emision,activa
T01503,C0703,Mastercard Crédito,480000,2024-01-31,1
T01504,C0703,Visa Crédito,560000,2023-11-14,1
T01505,C0704,Visa Débito,0,2024-04-02,1
T01506,C0704,Visa Crédito,540000,2024-06-25,1
T01507,C0704,Mastercard Crédito,420000,2024-05-23,1
T01508,C0705,Visa Débito,0,2024-09-19,1
T01509,C0706,Visa Débito,0,2024-02-13,1
T01510,C0706,Amex Crédito,310000,2024-05-02,1
T01511,C0706,Mastercard Crédito,330000,2024-11-13,1
T01512,C0707,Visa Débito,0,2022-11-27,1
T01513,C0707,Mastercard Crédito,3250000,2024-11-29,1
T01514,C0708,Visa Débito,0,2024-10-14,1
T01515,C0708,Amex Crédito,2780000,2024-06-29,0
T01516,C0708,Visa Crédito,3370000,2024-11-02,0
T01517,C0709,Visa Débito,0,2024-10-27,1
T01518,C0709,Visa Crédito,150000,2024-11-26,1
T01519,C0710,Visa Débito,0,2022-08-25,1
T01520,C0710,Mastercard Crédito,3580000,2021-12-26,1
T01521,C0710,Amex Crédito,4700000,2024-10-22,1
T01522,C0712,Visa Débito,0,2011-09-20,1
T01523,C0712,Mastercard Crédito,610000,2016-08-09,1
T01524,C0712,Visa Crédito,650000,2022-07-10,1
T01525,C0713,Visa Débito,0,2024-07-19,0
T01526,C0713,Mastercard Crédito,1340000,2023-03-27,0
T01527,C0713,Amex Crédito,1200000,2023-08-31,0
T01528,C0714,Visa Débito,0,2023-09-24,1
T01529,C0714,Visa Crédito,330000,2024-03-04,1
T01530,C0715,Visa Débito,0,2018-07-03,1
T01531,C0715,Visa Crédito,3790000,2024-08-17,1
T01532,C0715,Amex Crédito,5460000,2021-03-20,1
T01533,C0716,Visa Débito,0,2024-10-24,1
T01534,C0717,Visa Débito,0,2021-03-02,1
T01535,C0717,Visa Crédito,660000,2023-08-24,1
T01536,C0717,Mastercard Crédito,740000,2024-03-23,1
T01537,C0718,Visa Débito,0,2024-06-28,1
T01538,C0718,Mastercard Crédito,240000,2024-04-24,1
T01539,C0718,Visa Crédito,470000,2023-11-11,1
T01540,C0719,Visa Débito,0,2024-10-03,0
T01541,C0719,Amex Crédito,7080000,2024-01-16,0
T01542,C0719,Mastercard Crédito,5920000,2024-02-04,1
T01543,C0720,Visa Débito,0,2022-08-17,1
T01544,C0720,Mastercard Crédito,360000,2024-11-27,1
T01545,C0720,Visa Crédito,270000,2023-07-24,1
T01546,C0721,Visa Débito,0,2024-08-14,1
T01547,C0721,Visa Crédito,100000,2024-05-09,1
T01548,C0722,Visa Débito,0,2024-05-19,1
T01549,C0722,Visa Crédito,400000,2022-08-01,1
T01550,C0723,Visa Débito,0,2024-06-30,1
T01551,C0723,Amex Crédito,5260000,2024-03-21,1
T01552,C0723,Visa Crédito,2790000,2024-09-16,1
T01553,C0723,Mastercard Crédito,3810000,2024-03-28,1
T01554,C0724,Visa Débito,0,2024-05-10,1
T01555,C0724,Visa Crédito,1160000,2023-02-21,1
T01556,C0724,Mastercard Crédito,900000,2023-09-14,1
T01557,C0725,Visa Débito,0,2022-05-13,1
T01558,C0726,Visa Débito,0,2024-10-08,1
T01559,C0726,Visa Crédito,470000,2024-08-09,1
T01560,C0726,Amex Crédito,530000,2024-09-12,1
T01561,C0727,Visa Débito,0,2007-11-18,1
T01562,C0727,Amex Crédito,7740000,2012-10-21,1
T01563,C0727,Visa Crédito,4520000,2014-06-27,1
T01564,C0729,Visa Débito,0,2024-03-29,0
T01565,C0729,Visa Crédito,520000,2024-05-23,0
T01566,C0729,Mastercard Crédito,720000,2024-04-27,0
T01567,C0730,Visa Débito,0,2023-10-15,1
T01568,C0731,Visa Débito,0,2024-10-05,0
T01569,C0731,Visa Crédito,370000,2024-09-01,0
T01570,C0732,Visa Débito,0,2021-07-20,1
T01571,C0732,Mastercard Crédito,530000,2020-05-22,1
T01572,C0732,Amex Crédito,520000,2023-12-16,1
T01573,C0733,Visa Débito,0,2009-12-13,0
T01574,C0733,Mastercard Crédito,10210000,2009-12-15,1
T01575,C0733,Amex Crédito,9130000,2021-05-29,1
T01576,C0733,Visa Crédito,5900000,2022-02-15,1
T01577,C0734,Visa Débito,0,2023-09-17,0
T01578,C0734,Mastercard Crédito,270000,2023-08-17,1
T01579,C0735,Visa Débito,0,2024-06-07,1
T01580,C0735,Mastercard Crédito,3690000,2014-10-12,1
T01581,C0735,Amex Crédito,4410000,2024-08-22,1
T01582,C0736,Visa Débito,0,2023-11-04,1
T01583,C0739,Visa Débito,0,2021-10-02,1
T01584,C0739,Visa Crédito,3740000,2023-05-02,1
T01585,C0739,Amex Crédito,4100000,2022-08-09,1
T01586,C0740,Visa Débito,0,2022-06-17,1
T01587,C0740,Amex Crédito,3190000,2024-10-11,1
T01588,C0740,Mastercard Crédito,3920000,2022-10-06,1
T01589,C0741,Visa Débito,0,2020-02-06,1
T01590,C0741,Mastercard Crédito,2460000,2022-08-05,1
T01591,C0741,Visa Crédito,5370000,2020-11-18,1
T01592,C0742,Visa Débito,0,2024-10-14,1
T01593,C0742,Visa Crédito,700000,2021-11-23,1
T01594,C0743,Visa Débito,0,2024-11-17,1
T01595,C0743,Amex Crédito,650000,2024-11-05,1
T01596,C0744,Visa Débito,0,2024-07-04,1
T01597,C0744,Visa Crédito,90000,2024-08-01,1
T01598,C0745,Visa Débito,0,2024-11-29,1
T01599,C0745,Amex Crédito,7160000,2024-11-28,1
T01600,C0745,Visa Crédito,10220000,2024-11-24,1
T01601,C0746,Visa Débito,0,2020-04-13,1
T01602,C0746,Mastercard Crédito,3080000,2023-09-08,1
T01603,C0746,Visa Crédito,3000000,2019-01-12,1
T01604,C0747,Visa Débito,0,2020-09-26,1
T01605,C0748,Visa Débito,0,2023-12-02,1
T01606,C0748,Mastercard Crédito,190000,2024-08-09,1
T01607,C0749,Visa Débito,0,2019-12-16,1
T01608,C0750,Visa Débito,0,2024-10-10,1
T01609,C0751,Visa Débito,0,2024-05-05,1
T01610,C0751,Visa Crédito,630000,2024-04-07,1
T01611,C0752,Visa Débito,0,2024-07-03,1
T01612,C0753,Visa Débito,0,2022-12-24,1
T01613,C0753,Mastercard Crédito,670000,2023-06-08,1
T01614,C0754,Visa Débito,0,2009-10-19,1
T01615,C0754,Visa Crédito,1990000,2016-01-22,1
T01616,C0754,Mastercard Crédito,1280000,2022-10-31,1
T01617,C0755,Visa Débito,0,2024-06-08,1
T01618,C0755,Mastercard Crédito,490000,2023-07-14,1
T01619,C0756,Visa Débito,0,2023-06-24,0
T01620,C0756,Amex Crédito,3030000,2021-09-17,0
T01621,C0756,Visa Crédito,2990000,2023-02-19,0
T01622,C0757,Visa Débito,0,2024-10-20,1
T01623,C0758,Visa Débito,0,2021-05-04,0
T01624,C0758,Visa Crédito,1620000,2020-03-28,0
T01625,C0759,Visa Débito,0,2024-09-20,1
T01626,C0760,Visa Débito,0,2023-10-25,1
T01627,C0761,Visa Débito,0,2015-03-23,1
T01628,C0762,Visa Débito,0,2024-08-14,0
T01629,C0762,Visa Crédito,890000,2024-10-13,1
T01630,C0763,Visa Débito,0,2024-02-14,1
T01631,C0763,Visa Crédito,840000,2024-02-22,1
T01632,C0763,Amex Crédito,760000,2024-11-23,1
T01633,C0764,Visa Débito,0,2024-07-01,1
T01634,C0764,Amex Crédito,3010000,2020-03-12,1
T01635,C0765,Visa Débito,0,2024-01-08,1
T01636,C0765,Visa Crédito,800000,2023-11-30,1
T01637,C0766,Visa Débito,0,2021-11-17,1
T01638,C0766,Visa Crédito,600000,2023-03-09,1
T01639,C0766,Amex Crédito,860000,2020-09-28,1
T01640,C0767,Visa Débito,0,2024-09-01,0
T01641,C0767,Mastercard Crédito,760000,2024-01-03,0
T01642,C0767,Visa Crédito,1130000,2024-04-04,0
T01643,C0768,Visa Débito,0,2024-08-03,1
T01644,C0768,Visa Crédito,4680000,2024-10-22,1
T01645,C0768,Mastercard Crédito,4730000,2024-03-17,0
T01646,C0769,Visa Débito,0,2019-08-22,0
T01647,C0769,Mastercard Crédito,630000,2019-12-09,0
T01648,C0769,Visa Crédito,720000,2023-01-03,0
T01649,C0770,Visa Débito,0,2023-11-01,1
T01650,C0771,Visa Débito,0,2020-03-15,1
T01651,C0771,Visa Crédito,4650000,2016-11-03,1
T01652,C0771,Amex Crédito,5200000,2019-01-22,1
T01653,C0772,Visa Débito,0,2021-03-24,0
T01654,C0772,Mastercard Crédito,2860000,2023-07-02,0
T01655,C0772,Visa Crédito,2600000,2020-02-21,0
T01656,C0772,Amex Crédito,3290000,2024-02-13,1
T01657,C0773,Visa Débito,0,2024-11-25,1
T01658,C0773,Mastercard Crédito,1460000,2024-11-28,1
T01659,C0775,Visa Débito,0,2024-11-18,1
T01660,C0775,Mastercard Crédito,5940000,2016-02-13,1
T01661,C0775,Visa Crédito,11980000,2020-04-29,1
T01662,C0776,Visa Débito,0,2023-08-10,1
T01663,C0776,Visa Crédito,5250000,2019-10-31,1
T01664,C0776,Mastercard Crédito,6720000,2019-06-16,1
T01665,C0777,Visa Débito,0,2018-02-14,1
T01666,C0777,Mastercard Crédito,6510000,2021-01-20,1
T01667,C0777,Amex Crédito,6370000,2022-08-02,1
T01668,C0778,Visa Débito,0,2023-09-20,1
T01669,C0778,Mastercard Crédito,960000,2023-07-09,1
T01670,C0779,Visa Débito,0,2022-10-25,1
T01671,C0779,Mastercard Crédito,140000,2023-01-31,1
T01672,C0780,Visa Débito,0,2016-05-24,1
T01673,C0780,Mastercard Crédito,5320000,2024-02-23,1
T01674,C0780,Visa Crédito,2800000,2020-07-27,1
T01675,C0781,Visa Débito,0,2013-07-21,1
T01676,C0781,Mastercard Crédito,4300000,2015-02-01,1
T01677,C0781,Amex Crédito,6100000,2013-11-27,1
T01678,C0782,Visa Débito,0,2024-09-13,0
T01679,C0782,Mastercard Crédito,190000,2024-02-12,0
T01680,C0783,Visa Débito,0,2024-10-11,1
T01681,C0783,Visa Crédito,4400000,2024-11-11,1
T01682,C0784,Visa Débito,0,2023-03-31,1
T01683,C0784,Mastercard Crédito,290000,2022-01-28,1
T01684,C0786,Visa Débito,0,2024-02-24,1
T01685,C0786,Visa Crédito,780000,2022-04-22,1
T01686,C0786,Mastercard Crédito,550000,2024-04-05,1
T01687,C0787,Visa Débito,0,2024-09-04,1
T01688,C0788,Visa Débito,0,2022-12-27,1
T01689,C0788,Visa Crédito,3820000,2021-02-08,1
T01690,C0788,Amex Crédito,4200000,2021-02-18,1
T01691,C0789,Visa Débito,0,2023-12-01,0
T01692,C0790,Visa Débito,0,2024-09-15,1
T01693,C0791,Visa Débito,0,2023-08-27,1
T01694,C0791,Visa Crédito,490000,2023-12-20,1
T01695,C0792,Visa Débito,0,2017-08-19,1
T01696,C0793,Visa Débito,0,2023-07-30,1
T01697,C0793,Mastercard Crédito,440000,2023-04-12,1
T01698,C0793,Visa Crédito,840000,2020-02-29,1
T01699,C0794,Visa Débito,0,2024-08-16,0
T01700,C0794,Visa Crédito,130000,2024-03-27,0
T01701,C0795,Visa Débito,0,2024-04-04,0
T01702,C0795,Visa Crédito,2400000,2024-03-14,0
T01703,C0795,Amex Crédito,1900000,2024-06-07,0
T01704,C0796,Visa Débito,0,2021-10-31,1
T01705,C0796,Visa Crédito,790000,2019-08-21,1
T01706,C0797,Visa Débito,0,2017-11-25,1
T01707,C0797,Visa Crédito,400000,2020-03-09,1
T01708,C0797,Mastercard Crédito,380000,2018-04-21,1
T01709,C0798,Visa Débito,0,2024-08-02,1
T01710,C0798,Visa Crédito,300000,2024-10-24,1
T01711,C0799,Visa Débito,0,2024-07-26,1
T01712,C0799,Visa Crédito,800000,2022-11-11,0
T01713,C0799,Mastercard Crédito,700000,2022-10-04,0
T01714,C0800,Visa Débito,0,2022-05-18,0
T01715,C0801,Visa Débito,0,2023-06-20,1
T01716,C0802,Visa Débito,0,2023-03-09,1
T01717,C0802,Visa Crédito,910000,2024-03-16,1
T01718,C0803,Visa Débito,0,2024-11-28,1
T01719,C0803,Amex Crédito,3630000,2024-11-28,1
T01720,C0804,Visa Débito,0,2022-01-27,1
T01721,C0804,Mastercard Crédito,1610000,2022-09-17,1
T01722,C0804,Visa Crédito,2290000,2019-12-13,1
T01723,C0805,Visa Débito,0,2024-09-27,0
T01724,C0805,Mastercard Crédito,100000,2024-01-19,1
T01725,C0806,Visa Débito,0,2024-07-14,1
T01726,C0806,Visa Crédito,3350000,2024-09-13,1
T01727,C0807,Visa Débito,0,2014-09-28,1
T01728,C0807,Mastercard Crédito,1020000,2022-04-29,1
T01729,C0807,Visa Crédito,730000,2023-09-17,1
T01730,C0808,Visa Débito,0,2024-11-29,1
T01731,C0809,Visa Débito,0,2024-10-19,0
T01732,C0809,Mastercard Crédito,110000,2024-10-28,0
T01733,C0810,Visa Débito,0,2020-08-05,1
T01734,C0810,Mastercard Crédito,620000,2022-10-10,1
T01735,C0810,Visa Crédito,420000,2022-10-22,1
T01736,C0811,Visa Débito,0,2023-08-21,1
T01737,C0811,Amex Crédito,450000,2022-06-08,1
T01738,C0811,Mastercard Crédito,470000,2021-06-30,1
T01739,C0812,Visa Débito,0,2011-04-14,1
T01740,C0812,Amex Crédito,5910000,2005-10-04,1
T01741,C0812,Visa Crédito,4450000,2019-09-12,1
T01742,C0813,Visa Débito,0,2024-08-17,1
T01743,C0814,Visa Débito,0,2024-11-26,1
T01744,C0814,Visa Crédito,190000,2023-12-16,1
T01745,C0815,Visa Débito,0,2024-08-01,0
T01746,C0815,Mastercard Crédito,350000,2023-06-16,0
T01747,C0815,Visa Crédito,360000,2022-01-16,0
T01748,C0816,Visa Débito,0,2022-02-12,1
T01749,C0816,Mastercard Crédito,1320000,2023-07-17,1
T01750,C0816,Amex Crédito,1290000,2022-03-19,1
T01751,C0817,Visa Débito,0,2024-10-27,1
T01752,C0818,Visa Débito,0,2024-09-03,1
T01753,C0819,Visa Débito,0,2024-08-23,0
T01754,C0820,Visa Débito,0,2024-02-01,1
T01755,C0820,Visa Crédito,450000,2024-04-30,1
T01756,C0820,Mastercard Crédito,320000,2024-01-10,1
T01757,C0821,Visa Débito,0,2021-02-03,1
T01758,C0821,Mastercard Crédito,4060000,2023-07-01,0
T01759,C0822,Visa Débito,0,2022-03-31,1
T01760,C0822,Visa Crédito,70000,2021-09-13,1
T01761,C0823,Visa Débito,0,2023-03-10,1
T01762,C0823,Mastercard Crédito,780000,2022-08-28,1
T01763,C0824,Visa Débito,0,2016-10-13,1
T01764,C0825,Visa Débito,0,2022-12-07,1
T01765,C0826,Visa Débito,0,2024-09-29,1
T01766,C0827,Visa Débito,0,2024-03-10,0
T01767,C0827,Mastercard Crédito,430000,2023-05-17,1
T01768,C0828,Visa Débito,0,2024-10-10,1
T01769,C0828,Mastercard Crédito,660000,2023-07-21,1
T01770,C0828,Visa Crédito,760000,2024-05-05,1
T01771,C0829,Visa Débito,0,2024-11-08,1
T01772,C0829,Mastercard Crédito,140000,2024-07-04,1
T01773,C0831,Visa Débito,0,2024-10-03,1
T01774,C0831,Visa Crédito,1360000,2024-09-15,1
T01775,C0832,Visa Débito,0,2015-06-30,1
T01776,C0832,Mastercard Crédito,6780000,2023-02-12,1
T01777,C0832,Visa Crédito,3640000,2018-04-22,1
T01778,C0833,Visa Débito,0,2022-08-20,1
T01779,C0833,Amex Crédito,5950000,2022-06-03,1
T01780,C0834,Visa Débito,0,2011-11-18,0
T01781,C0835,Visa Débito,0,2024-11-24,1
T01782,C0835,Mastercard Crédito,530000,2024-11-26,1
T01783,C0835,Visa Crédito,470000,2024-11-26,1
T01784,C0837,Visa Débito,0,2024-11-27,1
T01785,C0837,Visa Crédito,190000,2024-11-28,1
T01786,C0838,Visa Débito,0,2023-08-18,0
T01787,C0838,Visa Crédito,150000,2023-12-18,0
T01788,C0839,Visa Débito,0,2023-10-23,0
T01789,C0839,Mastercard Crédito,430000,2022-10-08,0
T01790,C0840,Visa Débito,0,2024-08-14,1
T01791,C0841,Visa Débito,0,2018-02-18,1
T01792,C0842,Visa Débito,0,2024-08-02,1
T01793,C0843,Visa Débito,0,2024-07-29,1
T01794,C0843,Visa Crédito,650000,2024-08-24,1
T01795,C0843,Mastercard Crédito,550000,2024-08-30,1
T01796,C0844,Visa Débito,0,2022-10-17,1
T01797,C0844,Visa Crédito,3780000,2024-05-23,1
T01798,C0844,Mastercard Crédito,1660000,2021-08-17,1
T01799,C0845,Visa Débito,0,2024-04-07,0
T01800,C0845,Visa Crédito,1910000,2018-10-24,0
T01801,C0846,Visa Débito,0,2024-01-20,1
T01802,C0846,Visa Crédito,10900000,2024-03-15,1
T01803,C0846,Mastercard Crédito,8640000,2023-07-12,1
T01804,C0847,Visa Débito,0,2016-04-15,1
T01805,C0847,Visa Crédito,3180000,2016-07-03,1
T01806,C0847,Mastercard Crédito,3680000,2021-03-22,1
T01807,C0848,Visa Débito,0,2022-07-21,1
T01808,C0848,Mastercard Crédito,660000,2022-10-22,1
T01809,C0849,Visa Débito,0,2012-04-15,1
T01810,C0849,Visa Crédito,1290000,2011-12-30,1
T01811,C0849,Amex Crédito,2280000,2024-05-13,1
T01812,C0850,Visa Débito,0,2021-06-14,1
T01813,C0850,Mastercard Crédito,680000,2023-06-22,1
T01814,C0850,Visa Crédito,850000,2020-02-11,1
T01815,C0851,Visa Débito,0,2023-04-11,1
T01816,C0851,Mastercard Crédito,500000,2021-08-15,1
T01817,C0852,Visa Débito,0,2024-08-10,1
T01818,C0852,Visa Crédito,410000,2024-11-25,1
T01819,C0854,Visa Débito,0,2014-12-13,1
T01820,C0854,Mastercard Crédito,400000,2016-01-20,1
T01821,C0855,Visa Débito,0,2024-08-19,1
T01822,C0855,Visa Crédito,160000,2024-08-08,1
T01823,C0856,Visa Débito,0,2024-09-25,1
T01824,C0857,Visa Débito,0,2023-07-19,1
T01825,C0857,Visa Crédito,600000,2023-10-23,1
T01826,C0858,Visa Débito,0,2019-12-20,1
T01827,C0858,Mastercard Crédito,2950000,2022-04-19,1
T01828,C0858,Amex Crédito,1810000,2021-12-08,1
T01829,C0859,Visa Débito,0,2024-08-18,1
T01830,C0860,Visa Débito,0,2022-07-11,1
T01831,C0861,Visa Débito,0,2024-11-26,1
T01832,C0861,Visa Crédito,330000,2024-11-29,1
T01833,C0861,Amex Crédito,320000,2024-11-02,1
T01834,C0862,Visa Débito,0,2022-05-05,1
T01835,C0862,Visa Crédito,810000,2021-04-16,0
T01836,C0863,Visa Débito,0,2023-12-02,1
T01837,C0863,Amex Crédito,5090000,2023-09-25,1
T01838,C0863,Visa Crédito,3600000,2024-04-03,0
T01839,C0864,Visa Débito,0,2024-11-29,1
T01840,C0864,Mastercard Crédito,11830000,2024-11-27,1
T01841,C0865,Visa Débito,0,2024-05-03,1
T01842,C0865,Visa Crédito,690000,2024-07-22,1
T01843,C0866,Visa Débito,0,2024-08-18,1
T01844,C0867,Visa Débito,0,2024-06-01,1
T01845,C0868,Visa Débito,0,2024-10-26,0
T01846,C0869,Visa Débito,0,2022-06-28,1
T01847,C0869,Amex Crédito,2150000,2023-11-12,1
T01848,C0869,Mastercard Crédito,3750000,2024-08-30,1
T01849,C0870,Visa Débito,0,2024-11-20,1
T01850,C0870,Visa Crédito,120000,2024-10-05,1
T01851,C0871,Visa Débito,0,2022-03-01,0
T01852,C0871,Visa Crédito,7260000,2023-01-19,0
T01853,C0871,Amex Crédito,6230000,2019-06-29,0
T01854,C0872,Visa Débito,0,2024-10-11,1
T01855,C0872,Mastercard Crédito,60000,2024-07-12,1
T01856,C0873,Visa Débito,0,2011-09-23,1
T01857,C0873,Amex Crédito,7970000,2018-12-28,1
T01858,C0874,Visa Débito,0,2020-10-18,1
T01859,C0875,Visa Débito,0,2023-08-18,1
T01860,C0875,Amex Crédito,3760000,2020-09-24,1
T01861,C0875,Visa Crédito,4420000,2021-10-03,1
T01862,C0877,Visa Débito,0,2018-05-29,1
T01863,C0877,Mastercard Crédito,3310000,2013-12-16,1
T01864,C0877,Visa Crédito,4430000,2012-10-25,1
T01865,C0878,Visa Débito,0,2020-02-28,1
T01866,C0878,Mastercard Crédito,4920000,2019-02-03,1
T01867,C0878,Visa Crédito,2490000,2018-03-24,1
T01868,C0879,Visa Débito,0,2024-02-04,1
T01869,C0879,Mastercard Crédito,1970000,2024-07-22,1
T01870,C0880,Visa Débito,0,2024-11-29,0
T01871,C0880,Visa Crédito,870000,2024-11-24,0
T01872,C0880,Mastercard Crédito,630000,2024-11-26,0
T01873,C0881,Visa Débito,0,2023-10-13,1
T01874,C0881,Mastercard Crédito,790000,2024-06-10,1
T01875,C0881,Visa Crédito,830000,2023-12-10,1
T01876,C0882,Visa Débito,0,2024-02-24,1
T01877,C0882,Mastercard Crédito,4320000,2021-03-23,1
T01878,C0882,Visa Crédito,2550000,2020-12-14,1
T01879,C0883,Visa Débito,0,2024-02-11,0
T01880,C0884,Visa Débito,0,2024-11-23,1
T01881,C0885,Visa Débito,0,2024-11-09,0
T01882,C0887,Visa Débito,0,2014-08-24,1
T01883,C0887,Amex Crédito,4670000,2021-01-21,1
T01884,C0887,Mastercard Crédito,4240000,2016-01-02,1
T01885,C0888,Visa Débito,0,2023-01-21,1
T01886,C0888,Mastercard Crédito,2060000,2024-03-27,1
T01887,C0889,Visa Débito,0,2023-01-21,1
T01888,C0889,Amex Crédito,670000,2023-01-21,1
T01889,C0889,Mastercard Crédito,1000000,2024-07-12,1
T01890,C0890,Visa Débito,0,2023-12-09,1
T01891,C0890,Visa Crédito,530000,2022-03-14,1
T01892,C0891,Visa Débito,0,2024-02-01,1
T01893,C0891,Mastercard Crédito,1570000,2023-11-30,1
T01894,C0891,Visa Crédito,1350000,2024-06-19,1
T01895,C0892,Visa Débito,0,2024-07-01,0
T01896,C0892,Mastercard Crédito,130000,2024-10-12,0
T01897,C0894,Visa Débito,0,2024-10-16,0
T01898,C0895,Visa Débito,0,2023-02-17,0
T01899,C0896,Visa Débito,0,2024-07-01,1
T01900,C0896,Visa Crédito,3940000,2018-12-31,1
T01901,C0896,Amex Crédito,5840000,2022-12-03,1
T01902,C0897,Visa Débito,0,2019-08-02,1
T01903,C0897,Mastercard Crédito,560000,2023-09-24,1
T01904,C0898,Visa Débito,0,2023-05-20,1
T01905,C0898,Mastercard Crédito,400000,2023-07-07,1
T01906,C0898,Visa Crédito,330000,2023-03-10,1
T01907,C0899,Visa Débito,0,2023-07-08,1
T01908,C0899,Amex Crédito,4140000,2018-05-29,1
T01909,C0899,Mastercard Crédito,3140000,2018-05-12,1
T01910,C0900,Visa Débito,0,2024-11-07,1
T01911,C0900,Amex Crédito,7190000,2024-03-04,1
T01912,C0900,Visa Crédito,5670000,2022-11-16,1
T01913,C0901,Visa Débito,0,2020-04-02,1
T01914,C0901,Mastercard Crédito,4040000,2017-02-13,1
T01915,C0901,Visa Crédito,2180000,2024-10-23,1
T01916,C0902,Visa Débito,0,2024-02-24,1
T01917,C0902,Visa Crédito,6120000,2024-07-03,1
T01918,C0902,Mastercard Crédito,11180000,2024-10-20,1
T01919,C0903,Visa Débito,0,2022-02-23,1
T01920,C0903,Mastercard Crédito,2140000,2021-11-26,1
T01921,C0903,Visa Crédito,1730000,2024-09-05,1
T01922,C0904,Visa Débito,0,2024-09-16,1
T01923,C0904,Mastercard Crédito,270000,2024-10-25,1
T01924,C0905,Visa Débito,0,2024-08-02,1
T01925,C0905,Visa Crédito,670000,2024-08-02,1
T01926,C0906,Visa Débito,0,2024-10-14,1
T01927,C0907,Visa Débito,0,2013-03-18,1
T01928,C0908,Visa Débito,0,2022-10-17,1
T01929,C0908,Amex Crédito,9130000,2021-11-17,0
T01930,C0908,Visa Crédito,8300000,2020-09-18,1
T01931,C0909,Visa Débito,0,2022-01-25,1
T01932,C0909,Visa Crédito,440000,2021-09-27,1
T01933,C0909,Mastercard Crédito,490000,2022-12-02,1
T01934,C0911,Visa Débito,0,2024-03-09,1
T01935,C0913,Visa Débito,0,2024-09-15,1
T01936,C0913,Visa Crédito,800000,2021-11-10,1
T01937,C0914,Visa Débito,0,2024-09-16,1
T01938,C0915,Visa Débito,0,2022-04-03,1
T01939,C0915,Amex Crédito,4670000,2022-11-04,1
T01940,C0916,Visa Débito,0,2021-10-31,1
T01941,C0916,Visa Crédito,970000,2023-08-11,1
T01942,C0916,Mastercard Crédito,680000,2024-10-30,1
T01943,C0917,Visa Débito,0,2024-07-17,1
T01944,C0918,Visa Débito,0,2024-02-16,0
T01945,C0919,Visa Débito,0,2022-01-08,0
T01946,C0919,Mastercard Crédito,880000,2017-10-19,0
T01947,C0920,Visa Débito,0,2024-09-12,1
T01948,C0920,Amex Crédito,750000,2024-10-14,1
T01949,C0920,Visa Crédito,870000,2024-09-29,1
T01950,C0921,Visa Débito,0,2024-11-01,1
T01951,C0921,Visa Crédito,960000,2024-11-16,1
T01952,C0922,Visa Débito,0,2024-07-19,1
T01953,C0924,Visa Débito,0,2024-11-08,1
T01954,C0924,Amex Crédito,6510000,2024-07-04,1
T01955,C0925,Visa Débito,0,2024-07-01,0
T01956,C0925,Mastercard Crédito,1010000,2024-06-20,0
T01957,C0925,Visa Crédito,1040000,2024-08-20,0
T01958,C0926,Visa Débito,0,2023-04-20,0
T01959,C0927,Visa Débito,0,2024-06-24,1
T01960,C0927,Visa Crédito,400000,2021-04-30,1
T01961,C0928,Visa Débito,0,2024-05-27,1
T01962,C0928,Mastercard Crédito,1110000,2024-09-15,0
T01963,C0929,Visa Débito,0,2023-09-02,1
T01964,C0929,Visa Crédito,3030000,2019-02-14,1
T01965,C0930,Visa Débito,0,2024-03-02,1
T01966,C0930,Visa Crédito,3520000,2017-10-08,1
T01967,C0931,Visa Débito,0,2024-07-30,1
T01968,C0931,Mastercard Crédito,640000,2024-08-07,1
T01969,C0932,Visa Débito,0,2023-04-25,1
T01970,C0932,Visa Crédito,430000,2024-06-07,1
T01971,C0932,Amex Crédito,570000,2023-07-22,1
T01972,C0933,Visa Débito,0,2022-06-14,1
T01973,C0933,Visa Crédito,2330000,2024-04-13,1
T01974,C0934,Visa Débito,0,2023-05-03,1
T01975,C0934,Mastercard Crédito,6830000,2022-05-14,1
T01976,C0934,Amex Crédito,4970000,2021-07-26,1
T01977,C0935,Visa Débito,0,2024-04-06,1
T01978,C0935,Mastercard Crédito,5260000,2024-08-18,1
T01979,C0935,Amex Crédito,2280000,2024-06-08,1
T01980,C0935,Visa Crédito,3230000,2024-10-07,1
T01981,C0936,Visa Débito,0,2024-11-25,1
T01982,C0936,Amex Crédito,6350000,2024-11-24,1
T01983,C0937,Visa Débito,0,2020-08-18,1
T01984,C0937,Mastercard Crédito,770000,2022-06-07,1
T01985,C0937,Visa Crédito,620000,2020-07-02,1
T01986,C0938,Visa Débito,0,2023-08-11,1
T01987,C0938,Mastercard Crédito,1580000,2023-10-20,1
T01988,C0938,Amex Crédito,1580000,2023-06-08,1
T01989,C0940,Visa Débito,0,2023-06-21,1
T01990,C0940,Mastercard Crédito,3290000,2020-07-15,1
T01991,C0940,Visa Crédito,1540000,2023-03-15,1
T01992,C0940,Amex Crédito,3560000,2022-08-12,1
T01993,C0941,Visa Débito,0,2020-04-22,1
T01994,C0941,Visa Crédito,580000,2022-09-09,1
T01995,C0942,Visa Débito,0,2016-03-10,1
T01996,C0942,Visa Crédito,2940000,2017-05-12,1
T01997,C0943,Visa Débito,0,2024-02-17,1
T01998,C0943,Mastercard Crédito,110000,2024-03-12,1
T01999,C0944,Visa Débito,0,2024-11-15,1
T02000,C0944,Visa Crédito,180000,2024-11-10,1
T02001,C0945,Visa Débito,0,2024-10-21,1
T02002,C0945,Mastercard Crédito,740000,2024-11-12,1
T02003,C0945,Visa Crédito,550000,2024-11-21,1
T02004,C0946,Visa Débito,0,2023-11-26,0
